left_eye_x,left_eye_y,right_eye_x,right_eye_y,mouth_x,mouth_y,left_ear_1_x,left_ear_1_y,left_ear_2_x,left_ear_2_y,left_ear_3_x,left_ear_3_y,right_ear_1_x,right_ear_1_y,right_ear_2_x,right_ear_2_y,right_ear_3_x,right_ear_3_y,file_name
124.0,267.0,186.0,238.0,178.0,281.0,67.0,272.0,30.0,236.0,82.0,242.0,158.0,206.0,184.0,151.0,197.0,209.0,58015b5cde35536218b6875f76bc1001.jpg
292.0,155.0,344.0,161.0,313.0,199.0,263.0,115.0,241.0,65.0,280.0,98.0,363.0,108.0,414.0,76.0,398.0,129.0,bc9ded557d2abc86d64588a060c3b8d4.jpg
129.0,269.0,216.0,262.0,171.0,334.0,76.0,228.0,51.0,146.0,124.0,187.0,202.0,181.0,266.0,137.0,265.0,218.0,698bd14a0f9b6647656fc2ea148730bf.jpg
446.0,311.0,506.0,312.0,473.0,360.0,414.0,288.0,411.0,218.0,452.0,263.0,503.0,264.0,544.0,220.0,546.0,291.0,e6933ea4917fad607323d383772c4c90.jpg
462.0,342.0,569.0,566.0,342.0,532.0,509.0,143.0,717.0,16.0,640.0,278.0,729.0,468.0,1026.0,573.0,771.0,673.0,369a34601e3eb0d1ead45bec16751e5c.jpg
255.0,112.0,320.0,107.0,288.0,149.0,219.0,105.0,198.0,57.0,240.0,60.0,333.0,53.0,378.0,44.0,367.0,95.0,3a30a3429572a8f02a8142523172ab4b.jpg
143.0,143.0,192.0,153.0,158.0,179.0,124.0,115.0,112.0,75.0,153.0,102.0,202.0,114.0,252.0,106.0,231.0,142.0,63b55d6874c30d38949e328187d5c609.jpg
140.0,212.0,237.0,220.0,182.0,286.0,92.0,176.0,84.0,57.0,160.0,138.0,229.0,143.0,320.0,82.0,292.0,192.0,2bcbb69e0872ecd78d5ad7fee198890e.jpg
497.0,304.0,655.0,276.0,620.0,420.0,352.0,249.0,321.0,67.0,466.0,165.0,601.0,142.0,728.0,9.0,708.0,189.0,188c969b942231879b124f25cfcd7056.jpg
207.0,103.0,286.0,111.0,239.0,167.0,171.0,65.0,176.0,-23.0,227.0,32.0,285.0,39.0,342.0,-10.0,331.0,83.0,abf7eab50adb9b686a43d73fcc1ebcf4.jpg
536.0,341.0,630.0,337.0,583.0,406.0,475.0,277.0,447.0,190.0,533.0,239.0,621.0,235.0,708.0,173.0,699.0,266.0,43923fc39c83bd4e4c4e53d16145d70f.jpg
173.0,180.0,263.0,170.0,219.0,251.0,122.0,152.0,81.0,71.0,159.0,104.0,263.0,92.0,312.0,18.0,322.0,131.0,a9113903ae38778acaf658c2c575439c.jpg
318.0,222.0,340.0,224.0,327.0,238.0,301.0,199.0,304.0,182.0,321.0,196.0,341.0,197.0,359.0,183.0,361.0,203.0,3b65bc4c8ad0c3d2080ebc5f83b5fbbe.jpg
566.0,465.0,756.0,468.0,655.0,617.0,408.0,362.0,436.0,152.0,567.0,292.0,746.0,298.0,900.0,180.0,897.0,375.0,08b539f36629af64356ea0046f412f7d.jpg
465.0,355.0,625.0,346.0,548.0,468.0,316.0,255.0,273.0,66.0,441.0,175.0,630.0,166.0,785.0,62.0,772.0,240.0,c5f5d40e2f0e9f2a4922256d30d53523.jpg
218.0,139.0,239.0,142.0,233.0,159.0,197.0,125.0,204.0,97.0,215.0,117.0,237.0,120.0,253.0,105.0,245.0,132.0,2230a6efa66afb6c8abd86dceba29b25.jpg
574.0,268.0,685.0,291.0,648.0,363.0,476.0,222.0,516.0,82.0,581.0,186.0,661.0,203.0,747.0,145.0,716.0,270.0,8f80f0f736b523d6952fff03b409cc6c.jpg
228.0,149.0,334.0,141.0,290.0,227.0,176.0,112.0,130.0,-8.0,211.0,65.0,332.0,58.0,412.0,-9.0,379.0,102.0,b943d3ce189c9c29e5f4fe1fba13b441.jpg
500.0,322.0,612.0,295.0,585.0,396.0,409.0,299.0,353.0,183.0,470.0,229.0,582.0,206.0,668.0,120.0,654.0,245.0,cbc9a3da473cb382e4ffcb28f22a8978.jpg
172.0,205.0,256.0,203.0,221.0,270.0,106.0,156.0,121.0,66.0,170.0,124.0,238.0,124.0,301.0,65.0,287.0,157.0,1c4e4c65a26e16c92a0fdc316a0fa3ec.jpg
210.0,121.0,244.0,126.0,224.0,148.0,186.0,97.0,184.0,67.0,209.0,79.0,253.0,86.0,280.0,87.0,267.0,109.0,a7f8a2c2aa8515823851ca7b79e1933c.jpg
247.0,239.0,330.0,303.0,240.0,342.0,194.0,146.0,268.0,51.0,295.0,155.0,368.0,214.0,489.0,227.0,393.0,304.0,5974999383c0bebe91238a3a131de310.jpg
477.0,309.0,671.0,307.0,568.0,478.0,393.0,224.0,336.0,34.0,484.0,157.0,657.0,158.0,825.0,30.0,766.0,225.0,edc1a579ee1a392f7690ddfe224219c5.jpg
344.0,356.0,592.0,361.0,449.0,563.0,188.0,245.0,149.0,-45.0,347.0,118.0,624.0,126.0,810.0,0.0,784.0,262.0,b660174348d32e434bd7ee102891fd65.jpg
314.0,408.0,507.0,404.0,416.0,579.0,169.0,308.0,131.0,72.0,303.0,220.0,475.0,218.0,672.0,96.0,613.0,306.0,e2e841e4f5f098970beeb3c9cc0878f1.jpg
107.0,181.0,178.0,197.0,135.0,238.0,64.0,141.0,85.0,57.0,122.0,124.0,191.0,141.0,258.0,108.0,224.0,180.0,520b9389ca32051351dc3a223f2d01e1.jpg
341.0,236.0,471.0,237.0,415.0,352.0,253.0,190.0,233.0,32.0,343.0,130.0,454.0,131.0,556.0,39.0,532.0,193.0,62c7105864a996d0360b6896af29fd8f.jpg
500.0,309.0,619.0,335.0,568.0,387.0,408.0,317.0,436.0,167.0,509.0,256.0,594.0,273.0,658.0,217.0,653.0,365.0,61a28ea9cd38a14b3b8afb61d5abc070.jpg
690.0,246.0,791.0,246.0,745.0,331.0,629.0,178.0,645.0,70.0,714.0,147.0,764.0,148.0,833.0,64.0,846.0,178.0,c22e03ae882e76d42a802daae80654ce.jpg
298.0,427.0,430.0,447.0,340.0,540.0,203.0,361.0,177.0,142.0,299.0,288.0,475.0,317.0,670.0,226.0,548.0,419.0,85a3daffe664d4ae4700954e7ba18f24.jpg
504.0,399.0,698.0,389.0,612.0,559.0,344.0,313.0,318.0,68.0,495.0,202.0,670.0,197.0,847.0,37.0,810.0,294.0,c547903c86b9596e830c57195011aaa1.jpg
649.0,222.0,698.0,221.0,677.0,262.0,613.0,198.0,610.0,146.0,646.0,177.0,700.0,178.0,738.0,145.0,733.0,198.0,b9b693380efd1d7213153586c7a76c32.jpg
518.0,280.0,638.0,339.0,539.0,389.0,454.0,197.0,532.0,44.0,581.0,148.0,717.0,219.0,823.0,203.0,747.0,347.0,7a1df631e8f81e50266dca4469fbdbe6.jpg
219.0,236.0,318.0,232.0,281.0,310.0,136.0,184.0,121.0,74.0,181.0,126.0,303.0,124.0,372.0,77.0,346.0,178.0,fe836cbd08f5ab7bd998bc408a8f5e05.jpg
468.0,274.0,708.0,272.0,577.0,506.0,364.0,207.0,330.0,-76.0,506.0,84.0,678.0,84.0,846.0,-87.0,850.0,206.0,36056fca894fc02af3bce546e5ca5c41.jpg
255.0,128.0,317.0,131.0,285.0,181.0,213.0,87.0,184.0,25.0,254.0,57.0,316.0,59.0,383.0,34.0,357.0,92.0,ab160f759c1cb554430c1c064b7bbbaa.jpg
280.0,291.0,491.0,294.0,343.0,394.0,208.0,253.0,227.0,87.0,331.0,185.0,483.0,191.0,618.0,86.0,635.0,266.0,8f5bf159a8555483a542520c657ed4ef.jpg
227.0,142.0,293.0,142.0,257.0,191.0,182.0,102.0,181.0,29.0,222.0,57.0,297.0,58.0,338.0,30.0,342.0,104.0,478e95be8ec06e0e52c657b9d6901dd9.jpg
150.0,48.0,169.0,49.0,160.0,65.0,127.0,34.0,133.0,9.0,149.0,26.0,164.0,27.0,183.0,13.0,179.0,38.0,f238c8d01b49fec175d9cca4b5936ef6.jpg
191.0,86.0,243.0,79.0,223.0,107.0,143.0,72.0,124.0,22.0,173.0,43.0,239.0,34.0,279.0,1.0,274.0,55.0,ae8c80d0ba6d226d559a62f2760169b6.jpg
198.0,222.0,275.0,222.0,244.0,293.0,136.0,176.0,141.0,91.0,196.0,145.0,270.0,148.0,334.0,99.0,301.0,181.0,fdf1707ad4112c1fcdb89c112e9facc7.jpg
212.0,539.0,329.0,494.0,310.0,617.0,103.0,502.0,30.0,373.0,151.0,412.0,268.0,366.0,328.0,252.0,366.0,400.0,3d724c81c6da300cc3b3247c081fac88.jpg
417.0,309.0,526.0,307.0,466.0,410.0,390.0,203.0,324.0,72.0,435.0,179.0,489.0,180.0,571.0,92.0,621.0,205.0,510976d59d092b2deb3471ba0ff09d96.jpg
256.0,91.0,291.0,91.0,276.0,119.0,226.0,75.0,222.0,30.0,252.0,56.0,293.0,55.0,322.0,31.0,313.0,76.0,aee387909f7fac50921ab11f71a60382.jpg
270.0,165.0,298.0,164.0,284.0,186.0,253.0,148.0,249.0,116.0,271.0,139.0,297.0,139.0,320.0,117.0,316.0,148.0,badf55fc2fd7e4080f2643a122924e55.jpg
473.0,383.0,531.0,381.0,502.0,420.0,443.0,363.0,427.0,325.0,459.0,339.0,530.0,339.0,573.0,313.0,563.0,362.0,45d746d6fca675bd436db1e26defef39.jpg
243.0,159.0,318.0,147.0,290.0,212.0,187.0,129.0,172.0,47.0,237.0,87.0,298.0,78.0,343.0,19.0,353.0,103.0,5b7086c08ccf3f3e3edfa12ae77baa91.jpg
551.0,266.0,699.0,296.0,582.0,382.0,508.0,187.0,507.0,11.0,579.0,127.0,760.0,169.0,909.0,109.0,843.0,264.0,e98e621c78157b7914debabf1f027778.jpg
190.0,155.0,224.0,152.0,206.0,181.0,174.0,144.0,161.0,100.0,194.0,121.0,218.0,119.0,243.0,87.0,255.0,137.0,fa2b2069966799a01dee443750d573a9.jpg
468.0,286.0,541.0,288.0,509.0,337.0,394.0,235.0,403.0,149.0,463.0,212.0,530.0,212.0,603.0,160.0,570.0,242.0,bd7057d0c750867370be713b741c7ef4.jpg
245.0,218.0,274.0,218.0,259.0,242.0,224.0,205.0,225.0,180.0,251.0,194.0,269.0,194.0,294.0,176.0,291.0,204.0,64aae60473613e00fdc1da3bb12e2409.jpg
254.0,171.0,367.0,164.0,321.0,250.0,175.0,163.0,142.0,38.0,238.0,92.0,343.0,86.0,430.0,4.0,432.0,147.0,b47d40c86996d7128ebe44f6c3051c14.jpg
154.0,202.0,217.0,167.0,224.0,224.0,83.0,210.0,34.0,154.0,105.0,166.0,183.0,123.0,205.0,56.0,227.0,132.0,8525ed246672aa5fbb12509b16f6691a.jpg
323.0,521.0,602.0,535.0,425.0,766.0,252.0,349.0,138.0,80.0,397.0,262.0,579.0,274.0,842.0,66.0,830.0,380.0,2579ebd8d52316e41ba9effe5137643a.jpg
322.0,517.0,597.0,538.0,419.0,768.0,233.0,334.0,93.0,100.0,329.0,233.0,650.0,256.0,860.0,83.0,858.0,378.0,fd296c382bb2c126d61e079a794bef68.jpg
198.0,92.0,283.0,97.0,241.0,153.0,129.0,60.0,114.0,-18.0,174.0,26.0,280.0,34.0,344.0,-12.0,322.0,75.0,4f007575f7bd66e77fd8ee8a62017bef.jpg
231.0,134.0,285.0,139.0,263.0,180.0,183.0,109.0,189.0,35.0,236.0,87.0,280.0,92.0,326.0,52.0,305.0,121.0,ab40071540abbe2ce3042e3dc9e9ef3f.jpg
86.0,138.0,126.0,117.0,120.0,156.0,49.0,132.0,24.0,90.0,68.0,103.0,101.0,86.0,110.0,41.0,137.0,85.0,6f6388869d1b8f5b0c90d48706788c11.jpg
91.0,195.0,217.0,203.0,131.0,302.0,55.0,140.0,45.0,-14.0,149.0,86.0,207.0,90.0,325.0,-12.0,308.0,155.0,74d7b5ce1c94088ecb9aa2bb0f1b4643.jpg
169.0,266.0,333.0,272.0,248.0,412.0,90.0,166.0,66.0,8.0,195.0,101.0,333.0,110.0,469.0,38.0,435.0,186.0,50bbdf569d849549ee911900cad3929c.jpg
761.0,420.0,849.0,261.0,968.0,427.0,616.0,442.0,459.0,401.0,625.0,330.0,681.0,222.0,636.0,31.0,778.0,135.0,e9b8370eb9d51c7ed2efbe25acb8eb26.jpg
139.0,150.0,198.0,149.0,169.0,195.0,101.0,127.0,91.0,60.0,138.0,99.0,193.0,97.0,236.0,54.0,235.0,125.0,8c90244c089139bbef447308340a46ba.jpg
410.0,253.0,579.0,243.0,521.0,379.0,271.0,186.0,226.0,11.0,366.0,119.0,568.0,115.0,699.0,10.0,669.0,173.0,54fcf64e1294b612c7f8b7ebdaa70178.jpg
672.0,338.0,805.0,325.0,753.0,422.0,571.0,283.0,551.0,107.0,665.0,196.0,783.0,187.0,876.0,74.0,882.0,254.0,9fa2bd62df28384345ae024de7e8c544.jpg
127.0,157.0,154.0,165.0,130.0,184.0,129.0,136.0,133.0,103.0,149.0,127.0,168.0,134.0,192.0,128.0,184.0,156.0,4bc3ab98c79f3e96b5ec90a28756f0f9.jpg
280.0,176.0,359.0,183.0,330.0,247.0,191.0,135.0,201.0,30.0,266.0,96.0,329.0,102.0,384.0,56.0,382.0,157.0,5da87809e8f5adfb90c7ca3ae497f45a.jpg
256.0,411.0,404.0,415.0,325.0,527.0,155.0,334.0,168.0,169.0,276.0,272.0,397.0,273.0,513.0,188.0,510.0,346.0,e168903605a9a460d61c6ec56f0df387.jpg
273.0,459.0,331.0,462.0,293.0,516.0,264.0,420.0,241.0,356.0,292.0,401.0,330.0,402.0,372.0,353.0,384.0,424.0,7c6ae9a6ec0d14439feae33016a0c583.jpg
113.0,259.0,235.0,256.0,177.0,361.0,35.0,201.0,16.0,33.0,135.0,121.0,204.0,121.0,320.0,22.0,314.0,196.0,da0de2a92a27d542d8edcda737761c24.jpg
147.0,156.0,194.0,158.0,167.0,192.0,105.0,131.0,97.0,68.0,144.0,103.0,193.0,105.0,241.0,80.0,230.0,138.0,5d35736bf137f42808d5e516ea07d482.jpg
326.0,165.0,347.0,237.0,281.0,219.0,352.0,113.0,443.0,80.0,399.0,157.0,412.0,206.0,490.0,243.0,392.0,255.0,594fd3463e35975caf91c068b5d1bc76.jpg
175.0,154.0,240.0,149.0,212.0,207.0,133.0,125.0,109.0,59.0,169.0,89.0,229.0,84.0,285.0,40.0,278.0,112.0,8782a9df2aa869553ca764bd48853f31.jpg
208.0,150.0,236.0,149.0,222.0,171.0,193.0,131.0,172.0,100.0,206.0,120.0,238.0,120.0,261.0,98.0,259.0,129.0,8f784371f2106518ba418eb9a77565d9.jpg
467.0,310.0,602.0,288.0,558.0,408.0,335.0,227.0,298.0,109.0,424.0,169.0,586.0,145.0,694.0,50.0,666.0,177.0,c2871baf4f404fdba3201ad8d57857fc.jpg
344.0,346.0,487.0,366.0,407.0,463.0,219.0,256.0,266.0,58.0,360.0,192.0,484.0,212.0,637.0,128.0,554.0,316.0,5640ec2028ebc88084c0226d4f15d59c.jpg
575.0,270.0,728.0,293.0,707.0,388.0,382.0,211.0,446.0,7.0,540.0,144.0,657.0,162.0,766.0,57.0,764.0,261.0,d71a222bcea4c6d8b9be91e5090ac6e9.jpg
217.0,293.0,250.0,164.0,339.0,262.0,168.0,325.0,10.0,292.0,136.0,240.0,161.0,146.0,73.0,54.0,234.0,69.0,e7dd69fc571a5a5623def79545060e40.jpg
69.0,158.0,188.0,142.0,135.0,207.0,11.0,184.0,-21.0,70.0,67.0,106.0,173.0,92.0,244.0,30.0,251.0,150.0,1b5ccae5e471c66aaa60d56a4de5ea92.jpg
140.0,253.0,173.0,181.0,215.0,243.0,101.0,281.0,7.0,219.0,85.0,214.0,112.0,157.0,82.0,82.0,176.0,127.0,1f2e20843baab0e0da6d173e33d2d81e.jpg
99.0,178.0,161.0,209.0,110.0,236.0,64.0,138.0,73.0,73.0,111.0,119.0,195.0,165.0,273.0,181.0,206.0,214.0,fb7c6faa3e86617b9a434c4e6e736525.jpg
278.0,266.0,365.0,195.0,360.0,294.0,226.0,278.0,151.0,197.0,232.0,217.0,318.0,146.0,343.0,17.0,415.0,126.0,2fd0a7eea005d1370819d2b541537f01.jpg
236.0,165.0,335.0,166.0,280.0,239.0,181.0,121.0,177.0,17.0,248.0,79.0,324.0,81.0,402.0,20.0,395.0,126.0,0ecaa1f35b8965471d0e55f4eaf3b262.jpg
169.0,256.0,327.0,235.0,266.0,376.0,70.0,208.0,15.0,54.0,159.0,129.0,290.0,110.0,404.0,-3.0,396.0,162.0,324512813f116d16880e7fe57f1d4e25.jpg
247.0,132.0,299.0,131.0,271.0,168.0,222.0,112.0,220.0,54.0,249.0,86.0,293.0,86.0,326.0,54.0,327.0,112.0,973205a967a596271a3be817df4a2420.jpg
205.0,119.0,272.0,114.0,257.0,157.0,132.0,114.0,134.0,42.0,183.0,75.0,252.0,72.0,285.0,36.0,288.0,105.0,42c902895c13a9c96cefcb8196c34bba.jpg
322.0,173.0,354.0,221.0,300.0,216.0,318.0,131.0,382.0,64.0,368.0,143.0,399.0,192.0,481.0,209.0,399.0,253.0,cab54707a1543b3c05daf9821d2e1efb.jpg
246.0,151.0,305.0,229.0,213.0,232.0,243.0,87.0,327.0,8.0,314.0,119.0,358.0,180.0,465.0,219.0,377.0,265.0,f9fc8208f85ddcf855057f656c75594b.jpg
330.0,291.0,423.0,294.0,378.0,357.0,279.0,256.0,259.0,154.0,324.0,210.0,426.0,215.0,503.0,170.0,478.0,264.0,2677a3468ede32f27caf3aed2eb66942.jpg
217.0,126.0,266.0,124.0,230.0,165.0,199.0,119.0,202.0,45.0,232.0,81.0,277.0,79.0,321.0,37.0,319.0,117.0,6a1cd4340c9a8affc8395f492ee88853.jpg
272.0,152.0,307.0,162.0,289.0,185.0,243.0,132.0,262.0,93.0,276.0,128.0,305.0,137.0,339.0,122.0,319.0,154.0,1d1a44fad13fd2b8aaabfeeb411ee5cb.jpg
256.0,387.0,411.0,365.0,370.0,494.0,112.0,345.0,110.0,149.0,223.0,251.0,353.0,235.0,457.0,106.0,465.0,300.0,fa6da8b8492bc3b38381f1ce3094797c.jpg
145.0,258.0,238.0,221.0,226.0,328.0,70.0,228.0,29.0,113.0,125.0,167.0,179.0,145.0,216.0,41.0,265.0,152.0,b1fbbe6710525b44db86c230abd27cf8.jpg
